service_date,route_id,trip_id,stop_id,arrival_time,departure_time,stop_sequence,direction_id,direction
2025-01-16,Red,trip_04448,stop_009,07:08:00,07:09:00,24,0,Outbound
2025-01-17,Orange,trip_04449,stop_010,08:09:00,08:10:00,25,1,Inbound
2025-01-18,Red,trip_04450,stop_011,09:10:00,09:11:00,1,0,Outbound
2025-01-19,Orange,trip_04451,stop_012,10:11:00,10:12:00,2,1,Inbound
2025-01-20,Red,trip_04452,stop_013,11:12:00,11:13:00,3,0,Outbound
2025-01-21,Orange,trip_04453,stop_014,12:13:00,12:14:00,4,1,Inbound
2025-01-22,Red,trip_04454,stop_015,13:14:00,13:15:00,5,0,Outbound
2025-01-23,Orange,trip_04455,stop_016,14:15:00,14:16:00,6,1,Inbound
2025-01-24,Red,trip_04456,stop_017,15:16:00,15:17:00,7,0,Outbound
2025-01-25,Orange,trip_04457,stop_018,16:17:00,16:18:00,8,1,Inbound
2025-01-26,Red,trip_04458,stop_019,17:18:00,17:19:00,9,0,Outbound
2025-01-27,Orange,trip_04459,stop_020,18:19:00,18:20:00,10,1,Inbound
2025-01-28,Red,trip_04460,stop_021,19:20:00,19:21:00,11,0,Outbound
2025-01-29,Orange,trip_04461,stop_022,20:21:00,20:22:00,12,1,Inbound
2025-01-30,Red,trip_04462,stop_023,21:22:00,21:23:00,13,0,Outbound
2025-01-31,Orange,trip_04463,stop_024,22:23:00,22:24:00,14,1,Inbound
2025-01-01,Red,trip_04464,stop_025,05:24:00,05:25:00,15,0,Outbound
2025-01-02,Orange,trip_04465,stop_026,06:25:00,06:26:00,16,1,Inbound
2025-01-03,Red,trip_04466,stop_027,07:26:00,07:27:00,17,0,Outbound
2025-01-04,Orange,trip_04467,stop_028,08:27:00,08:28:00,18,1,Inbound
2025-01-05,Red,trip_04468,stop_029,09:28:00,09:29:00,19,0,Outbound
2025-01-06,Orange,trip_04469,stop_030,10:29:00,10:30:00,20,1,Inbound
2025-01-07,Red,trip_04470,stop_001,11:30:00,11:31:00,21,0,Outbound
2025-01-08,Orange,trip_04471,stop_002,12:31:00,12:32:00,22,1,Inbound
2025-01-09,Red,trip_04472,stop_003,13:32:00,13:33:00,23,0,Outbound
2025-01-10,Orange,trip_04473,stop_004,14:33:00,14:34:00,24,1,Inbound
2025-01-11,Red,trip_04474,stop_005,15:34:00,15:35:00,25,0,Outbound
2025-01-12,Orange,trip_04475,stop_006,16:35:00,16:36:00,1,1,Inbound
2025-01-13,Red,trip_04476,stop_007,17:36:00,17:37:00,2,0,Outbound
2025-01-14,Orange,trip_04477,stop_008,18:37:00,18:38:00,3,1,Inbound
2025-01-15,Red,trip_04478,stop_009,19:38:00,19:39:00,4,0,Outbound
2025-01-16,Orange,trip_04479,stop_010,20:39:00,20:40:00,5,1,Inbound
2025-01-17,Red,trip_04480,stop_011,21:40:00,21:41:00,6,0,Outbound
2025-01-18,Orange,trip_04481,stop_012,22:41:00,22:42:00,7,1,Inbound
2025-01-19,Red,trip_04482,stop_013,05:42:00,05:43:00,8,0,Outbound
2025-01-20,Orange,trip_04483,stop_014,06:43:00,06:44:00,9,1,Inbound
2025-01-21,Red,trip_04484,stop_015,07:44:00,07:45:00,10,0,Outbound
2025-01-22,Orange,trip_04485,stop_016,08:45:00,08:46:00,11,1,Inbound
2025-01-23,Red,trip_04486,stop_017,09:46:00,09:47:00,12,0,Outbound
2025-01-24,Orange,trip_04487,stop_018,10:47:00,10:48:00,13,1,Inbound
2025-01-25,Red,trip_04488,stop_019,11:48:00,11:49:00,14,0,Outbound
2025-01-26,Orange,trip_04489,stop_020,12:49:00,12:50:00,15,1,Inbound
2025-01-27,Red,trip_04490,stop_021,13:50:00,13:51:00,16,0,Outbound
2025-01-28,Orange,trip_04491,stop_022,14:51:00,14:52:00,17,1,Inbound
2025-01-29,Red,trip_04492,stop_023,15:52:00,15:53:00,18,0,Outbound
2025-01-30,Orange,trip_04493,stop_024,16:53:00,16:54:00,19,1,Inbound
2025-01-31,Red,trip_04494,stop_025,17:54:00,17:55:00,20,0,Outbound
2025-01-01,Orange,trip_04495,stop_026,18:55:00,18:56:00,21,1,Inbound
2025-01-02,Red,trip_04496,stop_027,19:56:00,19:57:00,22,0,Outbound
2025-01-03,Orange,trip_04497,stop_028,20:57:00,20:58:00,23,1,Inbound
2025-01-04,Red,trip_04498,stop_029,21:58:00,21:59:00,24,0,Outbound
2025-01-05,Orange,trip_04499,stop_030,22:59:00,22:00:00,25,1,Inbound
2025-01-06,Red,trip_04500,stop_001,05:00:00,05:01:00,1,0,Outbound
2025-01-07,Orange,trip_04501,stop_002,06:01:00,06:02:00,2,1,Inbound
2025-01-08,Red,trip_04502,stop_003,07:02:00,07:03:00,3,0,Outbound
2025-01-09,Orange,trip_04503,stop_004,08:03:00,08:04:00,4,1,Inbound
2025-01-10,Red,trip_04504,stop_005,09:04:00,09:05:00,5,0,Outbound
2025-01-11,Orange,trip_04505,stop_006,10:05:00,10:06:00,6,1,Inbound
2025-01-12,Red,trip_04506,stop_007,11:06:00,11:07:00,7,0,Outbound
2025-01-13,Orange,trip_04507,stop_008,12:07:00,12:08:00,8,1,Inbound
2025-01-14,Red,trip_04508,stop_009,13:08:00,13:09:00,9,0,Outbound
2025-01-15,Orange,trip_04509,stop_010,14:09:00,14:10:00,10,1,Inbound
2025-01-16,Red,trip_04510,stop_011,15:10:00,15:11:00,11,0,Outbound
2025-01-17,Orange,trip_04511,stop_012,16:11:00,16:12:00,12,1,Inbound
2025-01-18,Red,trip_04512,stop_013,17:12:00,17:13:00,13,0,Outbound
2025-01-19,Orange,trip_04513,stop_014,18:13:00,18:14:00,14,1,Inbound
2025-01-20,Red,trip_04514,stop_015,19:14:00,19:15:00,15,0,Outbound
2025-01-21,Orange,trip_04515,stop_016,20:15:00,20:16:00,16,1,Inbound
2025-01-22,Red,trip_04516,stop_017,21:16:00,21:17:00,17,0,Outbound
2025-01-23,Orange,trip_04517,stop_018,22:17:00,22:18:00,18,1,Inbound
2025-01-24,Red,trip_04518,stop_019,05:18:00,05:19:00,19,0,Outbound
2025-01-25,Orange,trip_04519,stop_020,06:19:00,06:20:00,20,1,Inbound
2025-01-26,Red,trip_04520,stop_021,07:20:00,07:21:00,21,0,Outbound
2025-01-27,Orange,trip_04521,stop_022,08:21:00,08:22:00,22,1,Inbound
2025-01-28,Red,trip_04522,stop_023,09:22:00,09:23:00,23,0,Outbound
2025-01-29,Orange,trip_04523,stop_024,10:23:00,10:24:00,24,1,Inbound
2025-01-30,Red,trip_04524,stop_025,11:24:00,11:25:00,25,0,Outbound
2025-01-31,Orange,trip_04525,stop_026,12:25:00,12:26:00,1,1,Inbound
2025-01-01,Red,trip_04526,stop_027,13:26:00,13:27:00,2,0,Outbound
2025-01-02,Orange,trip_04527,stop_028,14:27:00,14:28:00,3,1,Inbound
2025-01-03,Red,trip_04528,stop_029,15:28:00,15:29:00,4,0,Outbound
2025-01-04,Orange,trip_04529,stop_030,16:29:00,16:30:00,5,1,Inbound
2025-01-05,Red,trip_04530,stop_001,17:30:00,17:31:00,6,0,Outbound
2025-01-06,Orange,trip_04531,stop_002,18:31:00,18:32:00,7,1,Inbound
2025-01-07,Red,trip_04532,stop_003,19:32:00,19:33:00,8,0,Outbound
2025-01-08,Orange,trip_04533,stop_004,20:33:00,20:34:00,9,1,Inbound
2025-01-09,Red,trip_04534,stop_005,21:34:00,21:35:00,10,0,Outbound
2025-01-10,Orange,trip_04535,stop_006,22:35:00,22:36:00,11,1,Inbound
2025-01-11,Red,trip_04536,stop_007,05:36:00,05:37:00,12,0,Outbound
2025-01-12,Orange,trip_04537,stop_008,06:37:00,06:38:00,13,1,Inbound
2025-01-13,Red,trip_04538,stop_009,07:38:00,07:39:00,14,0,Outbound
2025-01-14,Orange,trip_04539,stop_010,08:39:00,08:40:00,15,1,Inbound
2025-01-15,Red,trip_04540,stop_011,09:40:00,09:41:00,16,0,Outbound
2025-01-16,Orange,trip_04541,stop_012,10:41:00,10:42:00,17,1,Inbound
2025-01-17,Red,trip_04542,stop_013,11:42:00,11:43:00,18,0,Outbound
2025-01-18,Orange,trip_04543,stop_014,12:43:00,12:44:00,19,1,Inbound
2025-01-19,Red,trip_04544,stop_015,13:44:00,13:45:00,20,0,Outbound
2025-01-20,Orange,trip_04545,stop_016,14:45:00,14:46:00,21,1,Inbound
2025-01-21,Red,trip_04546,stop_017,15:46:00,15:47:00,22,0,Outbound
2025-01-22,Orange,trip_04547,stop_018,16:47:00,16:48:00,23,1,Inbound
2025-01-23,Red,trip_04548,stop_019,17:48:00,17:49:00,24,0,Outbound
2025-01-24,Orange,trip_04549,stop_020,18:49:00,18:50:00,25,1,Inbound
2025-01-25,Red,trip_04550,stop_021,19:50:00,19:51:00,1,0,Outbound
2025-01-26,Orange,trip_04551,stop_022,20:51:00,20:52:00,2,1,Inbound
2025-01-27,Red,trip_04552,stop_023,21:52:00,21:53:00,3,0,Outbound
2025-01-28,Orange,trip_04553,stop_024,22:53:00,22:54:00,4,1,Inbound
2025-01-29,Red,trip_04554,stop_025,05:54:00,05:55:00,5,0,Outbound
2025-01-30,Orange,trip_04555,stop_026,06:55:00,06:56:00,6,1,Inbound
2025-01-31,Red,trip_04556,stop_027,07:56:00,07:57:00,7,0,Outbound
2025-01-01,Orange,trip_04557,stop_028,08:57:00,08:58:00,8,1,Inbound
2025-01-02,Red,trip_04558,stop_029,09:58:00,09:59:00,9,0,Outbound
2025-01-03,Orange,trip_04559,stop_030,10:59:00,10:00:00,10,1,Inbound
2025-01-04,Red,trip_04560,stop_001,11:00:00,11:01:00,11,0,Outbound
2025-01-05,Orange,trip_04561,stop_002,12:01:00,12:02:00,12,1,Inbound
2025-01-06,Red,trip_04562,stop_003,13:02:00,13:03:00,13,0,Outbound
2025-01-07,Orange,trip_04563,stop_004,14:03:00,14:04:00,14,1,Inbound
2025-01-08,Red,trip_04564,stop_005,15:04:00,15:05:00,15,0,Outbound
2025-01-09,Orange,trip_04565,stop_006,16:05:00,16:06:00,16,1,Inbound
2025-01-10,Red,trip_04566,stop_007,17:06:00,17:07:00,17,0,Outbound
2025-01-11,Orange,trip_04567,stop_008,18:07:00,18:08:00,18,1,Inbound
2025-01-12,Red,trip_04568,stop_009,19:08:00,19:09:00,19,0,Outbound
2025-01-13,Orange,trip_04569,stop_010,20:09:00,20:10:00,20,1,Inbound
2025-01-14,Red,trip_04570,stop_011,21:10:00,21:11:00,21,0,Outbound
2025-01-15,Orange,trip_04571,stop_012,22:11:00,22:12:00,22,1,Inbound
2025-01-16,Red,trip_04572,stop_013,05:12:00,05:13:00,23,0,Outbound
2025-01-17,Orange,trip_04573,stop_014,06:13:00,06:14:00,24,1,Inbound
2025-01-18,Red,trip_04574,stop_015,07:14:00,07:15:00,25,0,Outbound
2025-01-19,Orange,trip_04575,stop_016,08:15:00,08:16:00,1,1,Inbound
2025-01-20,Red,trip_04576,stop_017,09:16:00,09:17:00,2,0,Outbound
2025-01-21,Orange,trip_04577,stop_018,10:17:00,10:18:00,3,1,Inbound
2025-01-22,Red,trip_04578,stop_019,11:18:00,11:19:00,4,0,Outbound
2025-01-23,Orange,trip_04579,stop_020,12:19:00,12:20:00,5,1,Inbound
2025-01-24,Red,trip_04580,stop_021,13:20:00,13:21:00,6,0,Outbound
2025-01-25,Orange,trip_04581,stop_022,14:21:00,14:22:00,7,1,Inbound
2025-01-26,Red,trip_04582,stop_023,15:22:00,15:23:00,8,0,Outbound
2025-01-27,Orange,trip_04583,stop_024,16:23:00,16:24:00,9,1,Inbound
2025-01-28,Red,trip_04584,stop_025,17:24:00,17:25:00,10,0,Outbound
2025-01-29,Orange,trip_04585,stop_026,18:25:00,18:26:00,11,1,Inbound
2025-01-30,Red,trip_04586,stop_027,19:26:00,19:27:00,12,0,Outbound
2025-01-31,Orange,trip_04587,stop_028,20:27:00,20:28:00,13,1,Inbound
2025-01-01,Red,trip_04588,stop_029,21:28:00,21:29:00,14,0,Outbound
2025-01-02,Orange,trip_04589,stop_030,22:29:00,22:30:00,15,1,Inbound
2025-01-03,Red,trip_04590,stop_001,05:30:00,05:31:00,16,0,Outbound
2025-01-04,Orange,trip_04591,stop_002,06:31:00,06:32:00,17,1,Inbound
2025-01-05,Red,trip_04592,stop_003,07:32:00,07:33:00,18,0,Outbound
2025-01-06,Orange,trip_04593,stop_004,08:33:00,08:34:00,19,1,Inbound
2025-01-07,Red,trip_04594,stop_005,09:34:00,09:35:00,20,0,Outbound
2025-01-08,Orange,trip_04595,stop_006,10:35:00,10:36:00,21,1,Inbound
2025-01-09,Red,trip_04596,stop_007,11:36:00,11:37:00,22,0,Outbound
2025-01-10,Orange,trip_04597,stop_008,12:37:00,12:38:00,23,1,Inbound
2025-01-11,Red,trip_04598,stop_009,13:38:00,13:39:00,24,0,Outbound
2025-01-12,Orange,trip_04599,stop_010,14:39:00,14:40:00,25,1,Inbound
2025-01-13,Red,trip_04600,stop_011,15:40:00,15:41:00,1,0,Outbound
2025-01-14,Orange,trip_04601,stop_012,16:41:00,16:42:00,2,1,Inbound
2025-01-15,Red,trip_04602,stop_013,17:42:00,17:43:00,3,0,Outbound
2025-01-16,Orange,trip_04603,stop_014,18:43:00,18:44:00,4,1,Inbound
2025-01-17,Red,trip_04604,stop_015,19:44:00,19:45:00,5,0,Outbound
2025-01-18,Orange,trip_04605,stop_016,20:45:00,20:46:00,6,1,Inbound
2025-01-19,Red,trip_04606,stop_017,21:46:00,21:47:00,7,0,Outbound
2025-01-20,Orange,trip_04607,stop_018,22:47:00,22:48:00,8,1,Inbound
2025-01-21,Red,trip_04608,stop_019,05:48:00,05:49:00,9,0,Outbound
2025-01-22,Orange,trip_04609,stop_020,06:49:00,06:50:00,10,1,Inbound
2025-01-23,Red,trip_04610,stop_021,07:50:00,07:51:00,11,0,Outbound
2025-01-24,Orange,trip_04611,stop_022,08:51:00,08:52:00,12,1,Inbound
2025-01-25,Red,trip_04612,stop_023,09:52:00,09:53:00,13,0,Outbound
2025-01-26,Orange,trip_04613,stop_024,10:53:00,10:54:00,14,1,Inbound
2025-01-27,Red,trip_04614,stop_025,11:54:00,11:55:00,15,0,Outbound
2025-01-28,Orange,trip_04615,stop_026,12:55:00,12:56:00,16,1,Inbound
2025-01-29,Red,trip_04616,stop_027,13:56:00,13:57:00,17,0,Outbound
2025-01-30,Orange,trip_04617,stop_028,14:57:00,14:58:00,18,1,Inbound
2025-01-31,Red,trip_04618,stop_029,15:58:00,15:59:00,19,0,Outbound
2025-01-01,Orange,trip_04619,stop_030,16:59:00,16:00:00,20,1,Inbound
2025-01-02,Red,trip_04620,stop_001,17:00:00,17:01:00,21,0,Outbound
2025-01-03,Orange,trip_04621,stop_002,18:01:00,18:02:00,22,1,Inbound
2025-01-04,Red,trip_04622,stop_003,19:02:00,19:03:00,23,0,Outbound
2025-01-05,Orange,trip_04623,stop_004,20:03:00,20:04:00,24,1,Inbound
2025-01-06,Red,trip_04624,stop_005,21:04:00,21:05:00,25,0,Outbound
2025-01-07,Orange,trip_04625,stop_006,22:05:00,22:06:00,1,1,Inbound
2025-01-08,Red,trip_04626,stop_007,05:06:00,05:07:00,2,0,Outbound
2025-01-09,Orange,trip_04627,stop_008,06:07:00,06:08:00,3,1,Inbound
2025-01-10,Red,trip_04628,stop_009,07:08:00,07:09:00,4,0,Outbound
2025-01-11,Orange,trip_04629,stop_010,08:09:00,08:10:00,5,1,Inbound
2025-01-12,Red,trip_04630,stop_011,09:10:00,09:11:00,6,0,Outbound
2025-01-13,Orange,trip_04631,stop_012,10:11:00,10:12:00,7,1,Inbound
2025-01-14,Red,trip_04632,stop_013,11:12:00,11:13:00,8,0,Outbound
2025-01-15,Orange,trip_04633,stop_014,12:13:00,12:14:00,9,1,Inbound
2025-01-16,Red,trip_04634,stop_015,13:14:00,13:15:00,10,0,Outbound
2025-01-17,Orange,trip_04635,stop_016,14:15:00,14:16:00,11,1,Inbound
2025-01-18,Red,trip_04636,stop_017,15:16:00,15:17:00,12,0,Outbound
2025-01-19,Orange,trip_04637,stop_018,16:17:00,16:18:00,13,1,Inbound
2025-01-20,Red,trip_04638,stop_019,17:18:00,17:19:00,14,0,Outbound
2025-01-21,Orange,trip_04639,stop_020,18:19:00,18:20:00,15,1,Inbound
2025-01-22,Red,trip_04640,stop_021,19:20:00,19:21:00,16,0,Outbound
2025-01-23,Orange,trip_04641,stop_022,20:21:00,20:22:00,17,1,Inbound
2025-01-24,Red,trip_04642,stop_023,21:22:00,21:23:00,18,0,Outbound
2025-01-25,Orange,trip_04643,stop_024,22:23:00,22:24:00,19,1,Inbound
2025-01-26,Red,trip_04644,stop_025,05:24:00,05:25:00,20,0,Outbound
2025-01-27,Orange,trip_04645,stop_026,06:25:00,06:26:00,21,1,Inbound
2025-01-28,Red,trip_04646,stop_027,07:26:00,07:27:00,22,0,Outbound
2025-01-29,Orange,trip_04647,stop_028,08:27:00,08:28:00,23,1,Inbound
2025-01-30,Red,trip_04648,stop_029,09:28:00,09:29:00,24,0,Outbound
2025-01-31,Orange,trip_04649,stop_030,10:29:00,10:30:00,25,1,Inbound
2025-01-01,Red,trip_04650,stop_001,11:30:00,11:31:00,1,0,Outbound
2025-01-02,Orange,trip_04651,stop_002,12:31:00,12:32:00,2,1,Inbound
2025-01-03,Red,trip_04652,stop_003,13:32:00,13:33:00,3,0,Outbound
2025-01-04,Orange,trip_04653,stop_004,14:33:00,14:34:00,4,1,Inbound
2025-01-05,Red,trip_04654,stop_005,15:34:00,15:35:00,5,0,Outbound
2025-01-06,Orange,trip_04655,stop_006,16:35:00,16:36:00,6,1,Inbound
2025-01-07,Red,trip_04656,stop_007,17:36:00,17:37:00,7,0,Outbound
2025-01-08,Orange,trip_04657,stop_008,18:37:00,18:38:00,8,1,Inbound
2025-01-09,Red,trip_04658,stop_009,19:38:00,19:39:00,9,0,Outbound
2025-01-10,Orange,trip_04659,stop_010,20:39:00,20:40:00,10,1,Inbound
2025-01-11,Red,trip_04660,stop_011,21:40:00,21:41:00,11,0,Outbound
2025-01-12,Orange,trip_04661,stop_012,22:41:00,22:42:00,12,1,Inbound
2025-01-13,Red,trip_04662,stop_013,05:42:00,05:43:00,13,0,Outbound
2025-01-14,Orange,trip_04663,stop_014,06:43:00,06:44:00,14,1,Inbound
2025-01-15,Red,trip_04664,stop_015,07:44:00,07:45:00,15,0,Outbound
2025-01-16,Orange,trip_04665,stop_016,08:45:00,08:46:00,16,1,Inbound
2025-01-17,Red,trip_04666,stop_017,09:46:00,09:47:00,17,0,Outbound
2025-01-18,Orange,trip_04667,stop_018,10:47:00,10:48:00,18,1,Inbound
2025-01-19,Red,trip_04668,stop_019,11:48:00,11:49:00,19,0,Outbound
2025-01-20,Orange,trip_04669,stop_020,12:49:00,12:50:00,20,1,Inbound
2025-01-21,Red,trip_04670,stop_021,13:50:00,13:51:00,21,0,Outbound
2025-01-22,Orange,trip_04671,stop_022,14:51:00,14:52:00,22,1,Inbound
2025-01-23,Red,trip_04672,stop_023,15:52:00,15:53:00,23,0,Outbound
2025-01-24,Orange,trip_04673,stop_024,16:53:00,16:54:00,24,1,Inbound
2025-01-25,Red,trip_04674,stop_025,17:54:00,17:55:00,25,0,Outbound
2025-01-26,Orange,trip_04675,stop_026,18:55:00,18:56:00,1,1,Inbound
2025-01-27,Red,trip_04676,stop_027,19:56:00,19:57:00,2,0,Outbound
2025-01-28,Orange,trip_04677,stop_028,20:57:00,20:58:00,3,1,Inbound
2025-01-29,Red,trip_04678,stop_029,21:58:00,21:59:00,4,0,Outbound
2025-01-30,Orange,trip_04679,stop_030,22:59:00,22:00:00,5,1,Inbound
2025-01-31,Red,trip_04680,stop_001,05:00:00,05:01:00,6,0,Outbound
2025-01-01,Orange,trip_04681,stop_002,06:01:00,06:02:00,7,1,Inbound
2025-01-02,Red,trip_04682,stop_003,07:02:00,07:03:00,8,0,Outbound
2025-01-03,Orange,trip_04683,stop_004,08:03:00,08:04:00,9,1,Inbound
2025-01-04,Red,trip_04684,stop_005,09:04:00,09:05:00,10,0,Outbound
2025-01-05,Orange,trip_04685,stop_006,10:05:00,10:06:00,11,1,Inbound
2025-01-06,Red,trip_04686,stop_007,11:06:00,11:07:00,12,0,Outbound
2025-01-07,Orange,trip_04687,stop_008,12:07:00,12:08:00,13,1,Inbound
2025-01-08,Red,trip_04688,stop_009,13:08:00,13:09:00,14,0,Outbound
2025-01-09,Orange,trip_04689,stop_010,14:09:00,14:10:00,15,1,Inbound
2025-01-10,Red,trip_04690,stop_011,15:10:00,15:11:00,16,0,Outbound
2025-01-11,Orange,trip_04691,stop_012,16:11:00,16:12:00,17,1,Inbound
2025-01-12,Red,trip_04692,stop_013,17:12:00,17:13:00,18,0,Outbound
2025-01-13,Orange,trip_04693,stop_014,18:13:00,18:14:00,19,1,Inbound
2025-01-14,Red,trip_04694,stop_015,19:14:00,19:15:00,20,0,Outbound
2025-01-15,Orange,trip_04695,stop_016,20:15:00,20:16:00,21,1,Inbound
2025-01-16,Red,trip_04696,stop_017,21:16:00,21:17:00,22,0,Outbound
2025-01-17,Orange,trip_04697,stop_018,22:17:00,22:18:00,23,1,Inbound
2025-01-18,Red,trip_04698,stop_019,05:18:00,05:19:00,24,0,Outbound
2025-01-19,Orange,trip_04699,stop_020,06:19:00,06:20:00,25,1,Inbound
2025-01-20,Red,trip_04700,stop_021,07:20:00,07:21:00,1,0,Outbound
2025-01-21,Orange,trip_04701,stop_022,08:21:00,08:22:00,2,1,Inbound
2025-01-22,Red,trip_04702,stop_023,09:22:00,09:23:00,3,0,Outbound
2025-01-23,Orange,trip_04703,stop_024,10:23:00,10:24:00,4,1,Inbound
2025-01-24,Red,trip_04704,stop_025,11:24:00,11:25:00,5,0,Outbound
2025-01-25,Orange,trip_04705,stop_026,12:25:00,12:26:00,6,1,Inbound
2025-01-26,Red,trip_04706,stop_027,13:26:00,13:27:00,7,0,Outbound
2025-01-27,Orange,trip_04707,stop_028,14:27:00,14:28:00,8,1,Inbound
2025-01-28,Red,trip_04708,stop_029,15:28:00,15:29:00,9,0,Outbound
2025-01-29,Orange,trip_04709,stop_030,16:29:00,16:30:00,10,1,Inbound
2025-01-30,Red,trip_04710,stop_001,17:30:00,17:31:00,11,0,Outbound
2025-01-31,Orange,trip_04711,stop_002,18:31:00,18:32:00,12,1,Inbound
2025-01-01,Red,trip_04712,stop_003,19:32:00,19:33:00,13,0,Outbound
2025-01-02,Orange,trip_04713,stop_004,20:33:00,20:34:00,14,1,Inbound
2025-01-03,Red,trip_04714,stop_005,21:34:00,21:35:00,15,0,Outbound
2025-01-04,Orange,trip_04715,stop_006,22:35:00,22:36:00,16,1,Inbound
2025-01-05,Red,trip_04716,stop_007,05:36:00,05:37:00,17,0,Outbound
2025-01-06,Orange,trip_04717,stop_008,06:37:00,06:38:00,18,1,Inbound
2025-01-07,Red,trip_04718,stop_009,07:38:00,07:39:00,19,0,Outbound
2025-01-08,Orange,trip_04719,stop_010,08:39:00,08:40:00,20,1,Inbound
2025-01-09,Red,trip_04720,stop_011,09:40:00,09:41:00,21,0,Outbound
2025-01-10,Orange,trip_04721,stop_012,10:41:00,10:42:00,22,1,Inbound
2025-01-11,Red,trip_04722,stop_013,11:42:00,11:43:00,23,0,Outbound
2025-01-12,Orange,trip_04723,stop_014,12:43:00,12:44:00,24,1,Inbound
2025-01-13,Red,trip_04724,stop_015,13:44:00,13:45:00,25,0,Outbound
2025-01-14,Orange,trip_04725,stop_016,14:45:00,14:46:00,1,1,Inbound
2025-01-15,Red,trip_04726,stop_017,15:46:00,15:47:00,2,0,Outbound
2025-01-16,Orange,trip_04727,stop_018,16:47:00,16:48:00,3,1,Inbound
2025-01-17,Red,trip_04728,stop_019,17:48:00,17:49:00,4,0,Outbound
2025-01-18,Orange,trip_04729,stop_020,18:49:00,18:50:00,5,1,Inbound
2025-01-19,Red,trip_04730,stop_021,19:50:00,19:51:00,6,0,Outbound
2025-01-20,Orange,trip_04731,stop_022,20:51:00,20:52:00,7,1,Inbound
2025-01-21,Red,trip_04732,stop_023,21:52:00,21:53:00,8,0,Outbound
2025-01-22,Orange,trip_04733,stop_024,22:53:00,22:54:00,9,1,Inbound
2025-01-23,Red,trip_04734,stop_025,05:54:00,05:55:00,10,0,Outbound
2025-01-24,Orange,trip_04735,stop_026,06:55:00,06:56:00,11,1,Inbound
2025-01-25,Red,trip_04736,stop_027,07:56:00,07:57:00,12,0,Outbound
2025-01-26,Orange,trip_04737,stop_028,08:57:00,08:58:00,13,1,Inbound
2025-01-27,Red,trip_04738,stop_029,09:58:00,09:59:00,14,0,Outbound
2025-01-28,Orange,trip_04739,stop_030,10:59:00,10:00:00,15,1,Inbound
2025-01-29,Red,trip_04740,stop_001,11:00:00,11:01:00,16,0,Outbound
2025-01-30,Orange,trip_04741,stop_002,12:01:00,12:02:00,17,1,Inbound
2025-01-31,Red,trip_04742,stop_003,13:02:00,13:03:00,18,0,Outbound
2025-01-01,Orange,trip_04743,stop_004,14:03:00,14:04:00,19,1,Inbound
2025-01-02,Red,trip_04744,stop_005,15:04:00,15:05:00,20,0,Outbound
2025-01-03,Orange,trip_04745,stop_006,16:05:00,16:06:00,21,1,Inbound
2025-01-04,Red,trip_04746,stop_007,17:06:00,17:07:00,22,0,Outbound
2025-01-05,Orange,trip_04747,stop_008,18:07:00,18:08:00,23,1,Inbound
2025-01-06,Red,trip_04748,stop_009,19:08:00,19:09:00,24,0,Outbound
2025-01-07,Orange,trip_04749,stop_010,20:09:00,20:10:00,25,1,Inbound
2025-01-08,Red,trip_04750,stop_011,21:10:00,21:11:00,1,0,Outbound
2025-01-09,Orange,trip_04751,stop_012,22:11:00,22:12:00,2,1,Inbound
2025-01-10,Red,trip_04752,stop_013,05:12:00,05:13:00,3,0,Outbound
2025-01-11,Orange,trip_04753,stop_014,06:13:00,06:14:00,4,1,Inbound
2025-01-12,Red,trip_04754,stop_015,07:14:00,07:15:00,5,0,Outbound
2025-01-13,Orange,trip_04755,stop_016,08:15:00,08:16:00,6,1,Inbound
2025-01-14,Red,trip_04756,stop_017,09:16:00,09:17:00,7,0,Outbound
2025-01-15,Orange,trip_04757,stop_018,10:17:00,10:18:00,8,1,Inbound
2025-01-16,Red,trip_04758,stop_019,11:18:00,11:19:00,9,0,Outbound
2025-01-17,Orange,trip_04759,stop_020,12:19:00,12:20:00,10,1,Inbound
2025-01-18,Red,trip_04760,stop_021,13:20:00,13:21:00,11,0,Outbound
2025-01-19,Orange,trip_04761,stop_022,14:21:00,14:22:00,12,1,Inbound
2025-01-20,Red,trip_04762,stop_023,15:22:00,15:23:00,13,0,Outbound
2025-01-21,Orange,trip_04763,stop_024,16:23:00,16:24:00,14,1,Inbound
2025-01-22,Red,trip_04764,stop_025,17:24:00,17:25:00,15,0,Outbound
2025-01-23,Orange,trip_04765,stop_026,18:25:00,18:26:00,16,1,Inbound
2025-01-24,Red,trip_04766,stop_027,19:26:00,19:27:00,17,0,Outbound
2025-01-25,Orange,trip_04767,stop_028,20:27:00,20:28:00,18,1,Inbound
2025-01-26,Red,trip_04768,stop_029,21:28:00,21:29:00,19,0,Outbound
2025-01-27,Orange,trip_04769,stop_030,22:29:00,22:30:00,20,1,Inbound
2025-01-28,Red,trip_04770,stop_001,05:30:00,05:31:00,21,0,Outbound
2025-01-29,Orange,trip_04771,stop_002,06:31:00,06:32:00,22,1,Inbound
2025-01-30,Red,trip_04772,stop_003,07:32:00,07:33:00,23,0,Outbound
2025-01-31,Orange,trip_04773,stop_004,08:33:00,08:34:00,24,1,Inbound
2025-01-01,Red,trip_04774,stop_005,09:34:00,09:35:00,25,0,Outbound
2025-01-02,Orange,trip_04775,stop_006,10:35:00,10:36:00,1,1,Inbound
